token	lang	score
あたたかさ	ja	1.0
あだ	ja	-1.0
あだおろそか	ja	-1.0
あだおろそか・あだやおろそか	ja	-1.0
あだやおろそか	ja	-1.0
あちら	ja	0.0
あっさり	ja	0.0
あっし	ja	0.0
あっぱれ	ja	1.0
あでやか	ja	1.0
あどけなさ	ja	1.0
あなたがた	ja	0.0
あなたらしさ	ja	1.0
ありがたさ	ja	1.0
ありがたみ	ja	1.0
ありがた迷惑	ja	-1.0
ありのまま	ja	0.0
あるがまま	ja	0.0
あわ	ja	0.0
あんばい	ja	0.0
いい加減	ja	0.0
いい気持ち	ja	1.0
いい気持ち／気分	ja	1.0
いい気分	ja	1.0
いかがわしさ	ja	-1.0
いかさま	ja	-1.0
いさかい	ja	-1.0
いざこざ	ja	-1.0
いざとい	ja	0.0
いじめ	ja	-1.0
いじらしさ	ja	1.0
いたずら	ja	-1.0
いたずら電話	ja	-1.0
いたちごっこ	ja	0.0
いたみ	ja	-1.0
いたわり	ja	1.0
いっさい	ja	0.0
いっぱい	ja	0.0
いとしさ	ja	1.0
いのち	ja	1.0
いばらの道	ja	-1.0
いびき	ja	-1.0
いびり	ja	-1.0
いぼ	ja	-1.0
いやおう	ja	0.0
いやらしさ	ja	-1.0
いらいら	ja	-1.0
いらだち	ja	-1.0
いろんなの	ja	0.0
いわれ	ja	0.0
うかうか	ja	-1.0
うかつ	ja	-1.0
うがい	ja	0.0
うさ	ja	-1.0
うさんくささ	ja	-1.0
うずき	ja	-1.0
うそ	ja	-1.0
うそっぱち	ja	-1.0
うそ偽り	ja	-1.0
うそ八百	ja	-1.0
うたぐり	ja	-1.0
うたた寝	ja	0.0
うだうだ	ja	-1.0
うっかり	ja	-1.0
うっちゃり	ja	0.0
うってつけ	ja	1.0
うっぷん	ja	-1.0
うっ血	ja	-1.0
うつ	ja	-1.0
うつ状態	ja	-1.0
うつ病	ja	-1.0
うつ伏せ	ja	0.0
うなじ	ja	0.0
うねり	ja	0.0
うぶ	ja	0.0
うまさ	ja	1.0
うまみ	ja	1.0
うま味	ja	1.0
うらみ	ja	-1.0
うらやみ	ja	-1.0
うるささ	ja	-1.0
うれしがらせ	ja	0.0
うれしさ	ja	1.0
うろ覚え	ja	0.0
うわさ	ja	0.0
えぐみ	ja	-1.0
えびす顔	ja	0.0
えんま顔	ja	0.0
えん罪	ja	-1.0
おいしさ	ja	1.0
おいてきぼり	ja	-1.0
おいてけぼり	ja	-1.0
おおまか	ja	0.0
おかげ	ja	1.0
おかしさ	ja	0.0
おかぼれ	ja	1.0
おかめ	ja	0.0
おけら	ja	0.0
おこづかい	ja	1.0
おざなり	ja	-1.0
おしさ	ja	-1.0
おしゃれ	ja	1.0
おじけ	ja	-1.0
おせっかい	ja	-1.0
おそれ	ja	-1.0
おぞましさ	ja	-1.0
おたふく	ja	-1.0
おたふく風邪	ja	-1.0
おだて	ja	0.0
おだぶつ	ja	-1.0
おだやか	ja	1.0
おちおち	ja	-1.0
おっくう	ja	-1.0
おっとり	ja	0.0
おっぱい	ja	0.0
おでき	ja	-1.0
おなら	ja	-1.0
おねしょ	ja	-1.0
おばけ	ja	0.0
おぼこ	ja	0.0
おまけ	ja	1.0
おまんこ	ja	0.0
おみやげ	ja	0.0
おむつ	ja	0.0
おめでた	ja	1.0
おもしろさ	ja	1.0
おもてなし	ja	0.0
おもらし	ja	-1.0
おろそか	ja	-1.0
おカネ	ja	1.0
おニュー	ja	1.0
お安い御用	ja	0.0
お陰	ja	1.0
お陰さま	ja	1.0
お陰様	ja	1.0
お隠れ	ja	-1.0
お化け	ja	-1.0
お家騒動	ja	-1.0
お花	ja	0.0
お花畑	ja	0.0
お楽しみ	ja	1.0
お気持ち	ja	0.0
お客	ja	0.0
お客さま	ja	0.0
お客様	ja	1.0
お客様ご自身	ja	0.0
お給料	ja	1.0
お許し	ja	0.0
お近付き	ja	0.0
お金	ja	1.0
お決まり	ja	0.0
お見舞い	ja	0.0
お言葉	ja	0.0
お祭り気分	ja	1.0
お札	ja	0.0
お仕置き	ja	-1.0
お使い	ja	0.0
お姉ちゃん	ja	0.0
お子さま	ja	0.0
お持ち	ja	0.0
お時間	ja	0.0
お邪魔	ja	-1.0
お手ごろ価格	ja	1.0
お手頃価格	ja	1.0
お手上げ	ja	-1.0
お手伝い	ja	0.0
お宿	ja	0.0
お祝い	ja	0.0
お出かけ	ja	0.0
お小遣い	ja	1.0
お笑い	ja	1.0
お上手	ja	1.0
お色気	ja	1.0
お人好し	ja	0.0
お人柄	ja	1.0
お世辞抜き	ja	0.0
お世話	ja	0.0
お説教	ja	-1.0
お体	ja	0.0
お題目	ja	0.0
お知恵	ja	1.0
お定まり	ja	0.0
お店	ja	0.0
お電話	ja	0.0
お土産	ja	0.0
お湯	ja	0.0
お答え	ja	0.0
お得	ja	1.0
お得感	ja	1.0
お年玉	ja	1.0
お疲れ	ja	-1.0
お付き合い	ja	0.0
お布施	ja	1.0
お風邪	ja	0.0
お風呂場	ja	0.0
お別れ会	ja	0.0
お返し	ja	1.0
お返事	ja	0.0
お便り	ja	1.0
お墓	ja	0.0
お墨付き	ja	1.0
お面	ja	0.0
お門違い	ja	-1.0
お役所仕事	ja	-1.0
お友達	ja	0.0
お遊び	ja	0.0
お預け	ja	0.0
お力	ja	0.0
お力添え	ja	0.0
お礼	ja	0.0
お話	ja	0.0
お咎め	ja	-1.0
お洒落	ja	1.0
かい性	ja	0.0
かかと	ja	0.0
かぎり	ja	0.0
かぎ裂き	ja	-1.0
かげり	ja	-1.0
かさ	ja	0.0
かさぶた	ja	0.0
かさ上げ	ja	-1.0
かすり傷	ja	-1.0
かぜ	ja	-1.0
かた	ja	0.0
かたじけなさ	ja	0.0
かっこよさ	ja	1.0
かっぱらい	ja	-1.0
かつら	ja	0.0
かなしみ	ja	-1.0
かぶれ	ja	-1.0
かもねぎ	ja	0.0
かゆさ	ja	-1.0
かゆみ	ja	-1.0
かわいさ	ja	1.0
かわいそう	ja	-1.0
かわいらしさ	ja	1.0
がけ崩れ	ja	0.0
がた	ja	-1.0
がた落ち	ja	-1.0
がっしり	ja	0.0
がっちり	ja	0.0
がまん	ja	0.0
がらがら	ja	0.0
がん	ja	-1.0
がん細胞	ja	-1.0
きずな	ja	1.0
きっかけ	ja	0.0
きつさ	ja	-1.0
きびしさ	ja	0.0
きまり	ja	0.0
きめ細かさ	ja	1.0
きゃしゃ	ja	-1.0
きらびやか	ja	1.0
きりん児	ja	1.0
きれい	ja	1.0
きれい事	ja	-1.0
きわまり	ja	0.0
ぎこちなさ	ja	-1.0
ぎっくり腰	ja	-1.0
ぎりぎり	ja	-1.0
ぎんぎん	ja	0.0
くしゃみ	ja	0.0
くじ運	ja	1.0
くせ毛	ja	0.0
くそ力	ja	1.0
くたくた	ja	-1.0
くたびれ	ja	-1.0
くたびれもうけ	ja	-1.0
くだらなさ	ja	-1.0
くちびる	ja	0.0
くつろぎ	ja	1.0
くどさ	ja	-1.0
くも膜下出血	ja	-1.0
くやしさ	ja	-1.0
くる病	ja	-1.0
ぐうたら	ja	0.0
ぐちゃぐちゃ	ja	-1.0
ぐりぐり	ja	0.0
けが	ja	-1.0
けがれ	ja	-1.0
けが人	ja	-1.0
けだるさ	ja	-1.0
けち	ja	-1.0
けったい	ja	-1.0
けなげ	ja	1.0
けり	ja	0.0
けんか	ja	-1.0
けんか腰	ja	-1.0
げき	ja	0.0
げた	ja	0.0
げんなり	ja	-1.0
こいつら	ja	0.0
こく	ja	1.0
ここ	ja	0.0
ここら	ja	0.0
こそ泥	ja	-1.0
こだわり	ja	0.0
こちこち	ja	-1.0
このまま	ja	0.0
この世	ja	0.0
こび	ja	-1.0
こまめ	ja	1.0
こらえ性	ja	1.0
こわさ	ja	-1.0
こんとん	ja	-1.0
ごあいさつ	ja	0.0
ごたごた	ja	-1.0
ごたまぜ	ja	-1.0
ごちゃまぜ	ja	-1.0
ごまかし	ja	-1.0
ごまのはえ	ja	-1.0
ごみ	ja	-1.0
ごみ減量	ja	0.0
ごろごろ	ja	0.0
ご愛顧	ja	0.0
ご挨拶	ja	0.0
ご案内	ja	0.0
ご意見ご要望	ja	0.0
ご縁	ja	1.0
ご家庭	ja	0.0
ご活躍	ja	1.0
ご感想	ja	0.0
ご希望	ja	0.0
ご機嫌	ja	1.0
ご協力	ja	0.0
ご教示	ja	0.0
ご興味	ja	1.0
ご苦労	ja	-1.0
ご好評	ja	1.0
ご講演	ja	0.0
ご賛同	ja	0.0
ご指示	ja	0.0
ご指導	ja	0.0
ご指導ご鞭撻	ja	0.0
ご支援	ja	0.0
ご支援ご協力	ja	0.0
ご支持	ja	0.0
ご主人様	ja	0.0
ご祝辞	ja	0.0
ご助言	ja	0.0
ご紹介	ja	0.0
ご心配	ja	-1.0
ご尽力	ja	0.0
ご声援	ja	0.0
ご先祖様	ja	0.0
ご提案	ja	0.0
ご都合主義	ja	-1.0
ご入金	ja	0.0
ご配慮	ja	0.0
ご病気	ja	-1.0
ご不便	ja	-1.0
ご返事	ja	0.0
ご鞭撻	ja	0.0
ご褒美	ja	1.0
ご満足	ja	1.0
ご迷惑	ja	-1.0
ご予約	ja	0.0
ご要望	ja	0.0
ご利益	ja	-1.0
ご了解	ja	0.0
ご了承	ja	0.0
ご連絡	ja	0.0
さっぱり	ja	1.0
さばさば	ja	1.0
さび	ja	-1.0
さびしさ	ja	-1.0
さみしさ	ja	-1.0
さら	ja	0.0
さわやか	ja	1.0
さわやかさ	ja	1.0
ざらつき	ja	-1.0
ざわめき	ja	-1.0
しあわせ	ja	1.0
しがらみ	ja	-1.0
しくじり	ja	-1.0
しこめ	ja	-1.0
しこり	ja	-1.0
したい放題	ja	-1.0
したたか	ja	-1.0
しっかり	ja	1.0
しっぺ返し	ja	-1.0
しつこさ	ja	-1.0
しとやか	ja	1.0
しなやか	ja	1.0
しなやかさ	ja	1.0
しびれ	ja	-1.0
しみ	ja	-1.0
しゃがれ声	ja	0.0
しゃっくり	ja	-1.0
しゃれ男	ja	1.0
しゃんと	ja	0.0
しょっぱさ	ja	-1.0
しらふ	ja	-1.0
しり押し	ja	0.0
しり切れ	ja	-1.0
しるし	ja	0.0
しるべ	ja	0.0
しわ	ja	-1.0
しわ寄せ	ja	-1.0
しんどさ	ja	-1.0
し損ない	ja	-1.0
じかん	ja	0.0
じっくり	ja	0.0
じゅもん	ja	0.0
じり高	ja	-1.0
じり貧	ja	-1.0
すうっと	ja	0.0
すかっと	ja	1.0
すかんぴん	ja	-1.0
すきだらけ	ja	-1.0
すきっと	ja	1.0
すさまじさ	ja	0.0
すっきり	ja	1.0
すったもんだ	ja	-1.0
すってんてん	ja	-1.0
すっと	ja	1.0
すっぽかし	ja	-1.0
すてき	ja	1.0
すばやさ	ja	1.0
すばらしさ	ja	1.0
すみれ	ja	0.0
すり	ja	-1.0
ずぶ濡れ	ja	-1.0
ずぼら	ja	-1.0
ずる	ja	-1.0
ずれ	ja	0.0
せかせか	ja	-1.0
せき	ja	-1.0
せき払い	ja	-1.0
せせら笑い	ja	-1.0
せつなさ	ja	-1.0
せり	ja	0.0
せり上げ	ja	0.0
ぜんそく	ja	-1.0
ぜん息	ja	-1.0
そいつ	ja	0.0
そいつら	ja	0.0
そういうの	ja	0.0
そしり	ja	-1.0
そそくさ	ja	0.0
そっと	ja	0.0
そつ	ja	0.0
そねみ	ja	-1.0
その間	ja	0.0
その場しのぎ	ja	-1.0
その場逃れ	ja	-1.0
その他	ja	0.0
その道	ja	0.0
そり	ja	0.0
そり味	ja	0.0
それきり	ja	-1.0
それきり・それっきり	ja	-1.0
それっきり	ja	-1.0
それなり	ja	1.0
ぞうり	ja	0.0
たおやか	ja	1.0
たくさん	ja	0.0
たくましさ	ja	1.0
たしなみ	ja	1.0
たたずまい	ja	1.0
ただれ	ja	-1.0
ただれ目	ja	-1.0
ただ事	ja	0.0
ただ者	ja	0.0
たっぷり	ja	1.0
たね	ja	0.0
ため	ja	1.0
ためらい傷	ja	-1.0
ため息	ja	-1.0
たらい回し	ja	-1.0
たるみ	ja	-1.0
たわし	ja	0.0
だみ声	ja	-1.0
だらしなさ	ja	-1.0
だらだら	ja	-1.0
だらっと	ja	-1.0
だらりと	ja	-1.0
だらんと	ja	-1.0
だるさ	ja	-1.0
だれ気味	ja	-1.0
ちゃめっ気	ja	1.0
ちゃらんぽらん	ja	-1.0
ちょい役	ja	-1.0
ちょっかい	ja	-1.0
ちょんぼ	ja	-1.0
つき	ja	0.0
つぐみ	ja	0.0
つじ強盗	ja	-1.0
つっけんどん	ja	-1.0
つつましやか	ja	1.0
つながり	ja	1.0
つばさ	ja	0.0
つまずき	ja	-1.0
つまらなさ	ja	-1.0
つまり	ja	0.0
つもり	ja	0.0
つや	ja	1.0
つらさ	ja	-1.0
つわもの	ja	1.0
つわり	ja	-1.0
ていねい	ja	1.0
てんかん	ja	-1.0
てんこ盛り	ja	1.0
てんやわんや	ja	-1.0
できもの	ja	-1.0
でこぼこ	ja	-1.0
でたらめ	ja	-1.0
でっち上げ	ja	-1.0
でんぷん	ja	0.0
というわけ	ja	0.0
とがめ	ja	-1.0
とがめ立て	ja	0.0
とがり声	ja	-1.0
ときめき	ja	1.0
とどめ	ja	-1.0
とばっちり	ja	-1.0
とまどい	ja	-1.0
ともえ投げ	ja	0.0
どきどき	ja	0.0
どぎまぎ	ja	-1.0
どさくさ	ja	-1.0
どたキャン	ja	-1.0
どら声	ja	-1.0
どんぐり	ja	0.0
どんでん返し	ja	-1.0
どん底	ja	-1.0
ど根性	ja	1.0
なくて七癖	ja	0.0
なぞ	ja	0.0
なだらか	ja	1.0
なつかしさ	ja	1.0
なぶり殺し	ja	-1.0
なまくら	ja	-1.0
なまず	ja	0.0
なめらか	ja	1.0
なめらかさ	ja	1.0
ならず者	ja	-1.0
におい	ja	0.0
にきび	ja	-1.0
にぎやか	ja	1.0
にぎわい	ja	1.0
にこにこ顔	ja	1.0
ぬかるみ	ja	-1.0
ぬか喜び	ja	-1.0
ぬくもり	ja	1.0
ぬめり	ja	-1.0
ぬるさ	ja	0.0
ねぎらい	ja	1.0
ねじれ	ja	0.0
ねたましさ	ja	-1.0
ねたみ	ja	-1.0
ねんね	ja	0.0
のぞみ	ja	1.0
のど自慢	ja	0.0
のど輪	ja	0.0
ののしり	ja	-1.0
のみの心臓	ja	-1.0
のらくら	ja	-1.0
のろし	ja	0.0
のんべんだらり	ja	-1.0
はげ	ja	0.0
はしか	ja	-1.0
はずみ	ja	-1.0
はたき込み	ja	0.0
はたけ	ja	0.0
はたらき	ja	1.0
はた迷惑	ja	-1.0
はちゃめちゃ	ja	-1.0
はっきり	ja	0.0
はつらつ	ja	1.0
はにかみ	ja	0.0
はまり役	ja	1.0
はやり風邪	ja	-1.0
はやり目	ja	-1.0
はらはら	ja	-1.0
はれ	ja	0.0
はれ物	ja	-1.0
ばい菌	ja	-1.0
ばか	ja	-1.0
ばかばかしさ	ja	-1.0
ばか笑い	ja	0.0
ばか力	ja	1.0
ばつ	ja	-1.0
ばらつき	ja	-1.0
ばらばら	ja	0.0
ひがみ	ja	-1.0
ひき逃げ	ja	-1.0
ひさし	ja	0.0
ひさしぶり	ja	1.0
ひじ	ja	0.0
ひじり	ja	0.0
ひったくり	ja	-1.0
ひととき	ja	0.0
ひとりよがり	ja	-1.0
ひとり相撲	ja	-1.0
ひとり立ち	ja	1.0
ひと月	ja	0.0
ひと事	ja	-1.0
ひと時	ja	0.0
ひどさ	ja	-1.0
ひび割れ	ja	-1.0
ひま	ja	0.0
ひもじさ	ja	-1.0
ひょう疽	ja	-1.0
ひょっとこ	ja	-1.0
ひ弱	ja	-1.0
びくびく	ja	-1.0
びんた	ja	-1.0
ぴか一	ja	1.0
ふがいなさ	ja	-1.0
ふくよか	ja	1.0
ふさぎの虫	ja	-1.0
ふしだら	ja	-1.0
ふたり	ja	0.0
ふち	ja	0.0
ふるさと	ja	0.0
ふん	ja	-1.0
ぶおとこ	ja	-1.0
ぶおんな	ja	-1.0
ぶきっちょ	ja	-1.0
ぶす	ja	-1.0
ぶっきらぼう	ja	-1.0
ぶらぶら	ja	0.0
ぶり返し	ja	0.0
へそ	ja	0.0
へったくれ	ja	-1.0
へっぽこ	ja	-1.0
へなちょこ	ja	-1.0
へのかっぱ	ja	0.0
へぼ	ja	-1.0
へま	ja	-1.0
へんちくりん	ja	-1.0
へんてこ	ja	-1.0
へんとう炎	ja	-1.0
べたぼれ	ja	1.0
べた褒め	ja	1.0
べっぴん	ja	1.0
ぺしゃんこ	ja	-1.0
ほお笑み	ja	0.0
ほか	ja	0.0
ほくほく顔	ja	1.0
ほこり	ja	-1.0
ほころび	ja	-1.0
ほっぺた	ja	0.0
ほとぼり	ja	-1.0
ほとんど	ja	0.0
ほの字	ja	1.0
ほほ笑み	ja	1.0
ほら貝	ja	0.0
ほり	ja	0.0
ほろ酔い気分	ja	1.0
ほんま	ja	0.0
ぼくたち	ja	0.0
ぼけ	ja	-1.0
ぽか	ja	-1.0
まくら探し	ja	0.0
まぐれ	ja	0.0
まごころ	ja	1.0
まじめ	ja	1.0
まじり	ja	-1.0
まずさ	ja	-1.0
まぜこぜ	ja	0.0
まちがい	ja	-1.0
まちづくり	ja	0.0
まっさら	ja	1.0
まとも	ja	1.0
まどらか	ja	1.0
まどろみ	ja	1.0
まね	ja	0.0
まめ	ja	1.0
まやかし	ja	-1.0
まゆつば物	ja	-1.0
まるまる	ja	0.0
まれ	ja	0.0
まろやか	ja	1.0
まんざら	ja	0.0
まんま	ja	0.0
まん延	ja	-1.0
みずから	ja	0.0
みずみずしさ	ja	1.0
みみずばれ	ja	-1.0
むくみ	ja	-1.0
むし歯	ja	-1.0
むずかしさ	ja	-1.0
むだ	ja	-1.0
むちゃくちゃ	ja	-1.0
むち打ち	ja	-1.0
むなしさ	ja	-1.0
むやみ	ja	-1.0
むやみやたら	ja	-1.0
めぐり	ja	0.0
めし	ja	0.0
めちゃ	ja	-1.0
めちゃくちゃ	ja	-1.0
めちゃめちゃ	ja	-1.0
めったやたら	ja	-1.0
めった打ち	ja	0.0
めでたさ	ja	1.0
めど	ja	0.0
めまい	ja	-1.0
めんどう	ja	-1.0
もうけ口	ja	1.0
もうけ仕事	ja	1.0
もうろく	ja	-1.0
もだえ	ja	-1.0
もちつき	ja	0.0
もてなし	ja	0.0
もどかしさ	ja	-1.0
ものぐさ	ja	-1.0
ものづくり	ja	0.0
もの悲しさ	ja	-1.0
もみ	ja	0.0
もめ事	ja	-1.0
もやもや	ja	-1.0
もろさ	ja	-1.0
もろ差し	ja	0.0
やくざ	ja	-1.0
やけ	ja	-1.0
やけくそ	ja	-1.0
やけっぱち	ja	-1.0
やけっ腹	ja	-1.0
やけど	ja	-1.0
やさしさ	ja	1.0
やたけ心	ja	0.0
やたら	ja	0.0
やっつけ仕事	ja	-1.0
やつら	ja	0.0
やぶ蛇	ja	-1.0
やみくも	ja	0.0
やりかた	ja	0.0
やりがい	ja	1.0
やりきれなさ	ja	-1.0
やりたい放題	ja	-1.0
やり過ぎ	ja	-1.0
やり直し	ja	0.0
やるせなさ	ja	-1.0
やる気	ja	1.0
やわらかさ	ja	1.0
やんちゃ	ja	0.0
ゆがみ	ja	-1.0
ゆとり	ja	1.0
ゆるやか	ja	0.0
よがり声	ja	0.0
よくよく	ja	0.0
よこしま	ja	-1.0
よさ	ja	1.0
よしみ	ja	0.0
よそ事	ja	-1.0
よそ者	ja	-1.0
よどみ	ja	-1.0
よりどころ	ja	0.0
よろめき	ja	0.0
らい	ja	-1.0
らしさ	ja	1.0
ろくすっぽ	ja	-1.0
ろくろく	ja	-1.0
わいせつ行為	ja	-1.0
わかりやすさ	ja	1.0
わがまま	ja	-1.0
わき	ja	0.0
わき腹	ja	0.0
わき役	ja	-1.0
わざ	ja	1.0
わずらわしさ	ja	-1.0
わだかまり	ja	-1.0
わび	ja	1.0
わびしさ	ja	0.0
わらじ銭	ja	0.0
アーカイブ	ja	0.0
アーチ	ja	0.0
アーチスト	ja	0.0
アーチスト・アーティスト	ja	0.0
アーティスト	ja	0.0
アイス	ja	0.0
アイスホッケー	ja	0.0
アイデア	ja	1.0
アイディア	ja	1.0
アイデンティティ	ja	1.0
アイデンティティー	ja	1.0
アイドリングストップ	ja	0.0
アイマスク	ja	0.0
アイルランド	ja	0.0
アウト	ja	-1.0
アウトコース	ja	0.0
アウトドア	ja	0.0
アウトライン	ja	0.0
アオコ	ja	-1.0
アオリ	ja	-1.0
アカ	ja	-1.0
アクシデント	ja	-1.0
アクセスログ	ja	0.0
アクセス数	ja	0.0
アクセス制御機能	ja	1.0
アクティブ	ja	1.0
アジ	ja	0.0
アセトアルデヒド	ja	0.0
アソコ	ja	0.0
アタシ	ja	0.0
アタック	ja	0.0
アタリ	ja	0.0
アットホーム	ja	1.0
アッパーカット	ja	0.0
アップ	ja	0.0
アップグレード	ja	1.0
アップダウン	ja	0.0
アデノイド	ja	-1.0
アトピー	ja	-1.0
アトピー性皮膚炎	ja	-1.0
アド	ja	0.0
アドバイザー	ja	0.0
アドバイス	ja	0.0
アドレナリン	ja	0.0
アナクロ	ja	-1.0
アバウト	ja	-1.0
アパルトヘイト	ja	-1.0
アピール	ja	0.0
アフガニスタン	ja	0.0
アフガン	ja	0.0
アフガン戦争	ja	-1.0
アフターケア	ja	0.0
アフターサービス	ja	1.0
アブノーマル	ja	-1.0
アホ	ja	-1.0
アマ	ja	0.0
アマゾン	ja	0.0
アマチュア	ja	0.0
アミューズメント	ja	1.0
アミロイド	ja	0.0
アメリカ	ja	0.0
アユ	ja	0.0
アラート	ja	0.0
アラーム	ja	0.0
アラーム音	ja	0.0
アラビア	ja	0.0
アリバイ	ja	0.0
アルコール依存症	ja	-1.0
アルコール中毒	ja	-1.0
アルコール問題	ja	0.0
アルジェリア	ja	0.0
アルゼンチン	ja	0.0
アルツハイマー	ja	-1.0
アルツハイマー病	ja	-1.0
アル中	ja	-1.0
アレルギー	ja	-1.0
アレルギー疾患	ja	-1.0
アレルギー性疾患	ja	-1.0
アレルギー性鼻炎	ja	-1.0
アレルギー体質	ja	-1.0
アレルゲン	ja	-1.0
アンダースロー	ja	0.0
アンチ	ja	0.0
アンチテーゼ	ja	0.0
アンティーク	ja	1.0
アンノウン	ja	0.0
アンバランス	ja	-1.0
アンフェア	ja	-1.0
イージー	ja	0.0
イージーミス	ja	-1.0
イエスキリスト	ja	0.0
イエローカード	ja	-1.0
イカサマ	ja	-1.0
イギリス	ja	0.0
イジメ	ja	-1.0
イスパニア	ja	0.0
イスラエル	ja	0.0
イタズラ	ja	-1.0
イタリア	ja	0.0
イナダ	ja	0.0
イノシシ	ja	0.0
イビキ	ja	-1.0
イベント	ja	0.0
イボ	ja	-1.0
イマイチ	ja	-1.0
イマジネーション	ja	1.0
イメージ	ja	0.0
イメージアップ	ja	1.0
イメージダウン	ja	-1.0
イヤ	ja	-1.0
イラク	ja	0.0
イラク攻撃	ja	-1.0
イラク侵攻	ja	-1.0
イラク戦争	ja	-1.0
イラン	ja	0.0
インカ帝国	ja	0.0
インコース	ja	0.0
インストラクター	ja	0.0
インスピレーション	ja	1.0
インスリン分泌	ja	0.0
インセンティブ	ja	1.0
インターネットオークション	ja	0.0
インターネットサービス	ja	0.0
インターフォン	ja	0.0
インチキ	ja	-1.0
インテリ	ja	-1.0
インテリア	ja	0.0
インテリジェンス	ja	1.0
インド	ja	0.0
インドネシア	ja	0.0
インド映画	ja	0.0
インパクト	ja	1.0
インパルス	ja	0.0
インフォームド・コンセント	ja	1.0
インフォームドコンセント	ja	1.0
インフォメーション	ja	0.0
インフラ	ja	0.0
インフルエンザ	ja	-1.0
インフルエンザウイルス	ja	-1.0
インフレ	ja	-1.0
インフレ期待	ja	0.0
インポ	ja	-1.0
インポテンツ	ja	-1.0
イヴ	ja	0.0
ウィークポイント	ja	-1.0
ウィルス	ja	-1.0
ウィルスメール	ja	-1.0
ウイークポイント	ja	-1.0
ウイグル	ja	0.0
ウイット	ja	1.0
ウイルス	ja	-1.0
ウイルスメール	ja	-1.0
ウイルス感染	ja	-1.0
ウイルス対策	ja	0.0
ウイルス病	ja	-1.0
ウェールズ	ja	0.0
ウェブログ	ja	0.0
ウエイト	ja	0.0
ウエストボール	ja	0.0
ウォーミングアップ	ja	0.0
ウソ	ja	-1.0
ウツ	ja	-1.0
ウデ	ja	1.0
ウナギ	ja	0.0
ウルトラＣ	ja	1.0
ウワサ	ja	-1.0
ウンチ	ja	0.0
エール	ja	1.0
エア	ja	0.0
エイズ	ja	-1.0
エイリアン	ja	0.0
エキストラ	ja	0.0
エキスパート	ja	1.0
エクスタシー	ja	0.0
エコー	ja	0.0
エコロジー	ja	0.0
エゴ	ja	-1.0
エゴイズム	ja	-1.0
エサ取り	ja	0.0
エジプト	ja	0.0
エチュード	ja	0.0
エッジ	ja	0.0
エディタ	ja	0.0
エネルギー	ja	1.0
エネルギー不足	ja	-1.0
エネルギッシュ	ja	1.0
エマージェンシー	ja	-1.0
エラー	ja	-1.0
エラーメッセージ	ja	-1.0
エラーログ	ja	-1.0
エリート	ja	1.0
エリート意識	ja	-1.0
エルボー	ja	-1.0
エルボースマッシュ	ja	0.0
エレガンス	ja	1.0
エレガント	ja	1.0
エレガントさ	ja	1.0
エロス	ja	0.0
エンジニア	ja	0.0
エンジンルーム	ja	0.0
エンスト	ja	-1.0
エントランス	ja	0.0
エントリーシート	ja	0.0
オーストラリア	ja	0.0
オーソドックス	ja	0.0
オーディション	ja	0.0
オーバー	ja	0.0
オーバースロー	ja	0.0
オーバーフロー	ja	-1.0
オーバーヘッド	ja	0.0
オーバーワーク	ja	0.0
オーバヘッド	ja	0.0
オープン	ja	0.0
オーラ	ja	1.0
オールマイティー	ja	1.0
オイルショック	ja	-1.0
オイル漏れ	ja	-1.0
オウム	ja	0.0
オオカミ	ja	0.0
オカルト	ja	-1.0
オケ	ja	0.0
オシャレ	ja	1.0
オタク	ja	0.0
オデコ	ja	0.0
オフサイド	ja	0.0
オペ	ja	0.0
オペレーター	ja	0.0
オマージュ	ja	0.0
オマンコ	ja	0.0
オムツ	ja	0.0
オムニバス	ja	0.0
オランダ	ja	0.0
オリエンテーション	ja	0.0
オリジナリティ	ja	1.0
オリジナリティー	ja	1.0
オリジナル	ja	0.0
オルガン奏者	ja	0.0
オンナ	ja	0.0
オンラインショップ	ja	0.0
カーブ	ja	0.0
カウンセラー	ja	0.0
カウンセリング	ja	0.0
カウンターパンチ	ja	-1.0
カオス	ja	-1.0
カサカサ	ja	-1.0
カサブタ	ja	-1.0
カジュアル	ja	0.0
カジュアル感	ja	0.0
カス	ja	-1.0
カゼ	ja	-1.0
カタルシス	ja	1.0
カッコよさ	ja	1.0
カッコ良さ	ja	1.0
カッパ	ja	0.0
カツラ	ja	0.0
カド	ja	0.0
カナダ	ja	0.0
カビ	ja	-1.0
カメムシ	ja	0.0
カメラマン	ja	0.0
カユミ	ja	-1.0
カラ	ja	0.0
カラーコピー	ja	0.0
カラフル	ja	1.0
カリエス	ja	-1.0
カリスマ	ja	1.0
カルシウム不足	ja	-1.0
カルチャーショック	ja	-1.0
カルマ	ja	-1.0
カレッジ	ja	0.0
カン	ja	0.0
カンタン	ja	1.0
カンニング	ja	-1.0
カンパ	ja	0.0
カンボジア	ja	0.0
ガーゴイル	ja	-1.0
ガーデニング	ja	0.0
ガード	ja	0.0
ガードル	ja	0.0
ガイダンス	ja	0.0
ガイド	ja	0.0
ガイドライン	ja	0.0
ガシラ	ja	0.0
ガス	ja	0.0
ガス室	ja	0.0
ガス抜き	ja	0.0
ガス漏れ	ja	-1.0
ガソリン代	ja	-1.0
ガッツ	ja	1.0
ガレージキット	ja	0.0
ガン	ja	-1.0
ガン細胞	ja	-1.0
